,house_price,pdf,cdf
253,2530000.0,5.391490820870177e-08,0.9260549162123966
254,2540000.0,5.445408434279656e-08,0.926509186351706
255,2550000.0,5.525865369135494e-08,0.9269634564910155
256,2560000.0,5.6244773117551506e-08,0.9273672521704017
257,2570000.0,5.729669891541455e-08,0.928326266908944
258,2580000.0,5.828783583634099e-08,0.9288310115081768
259,2590000.0,5.909057263420228e-08,0.9296890773268726
260,2600000.0,5.9592347568177786e-08,0.9304461942257218
261,2610000.0,5.970731993381957e-08,0.930849989905108
262,2620000.0,5.938317955563089e-08,0.9311023622047244
263,2630000.0,5.860642489745141e-08,0.9322632747829598
264,2640000.0,5.7403167618481864e-08,0.9330203916818091
265,2650000.0,5.5839660470251774e-08,0.9335251362810418
266,2660000.0,5.40125068271117e-08,0.9340298808802746
267,2670000.0,5.2040180498745386e-08,0.9349384211588936
268,2680000.0,5.005205449256042e-08,0.9352917423783565
269,2690000.0,4.8164888910183554e-08,0.9354431657581264
270,2700000.0,4.64761333110767e-08,0.9356955380577427
271,2710000.0,4.504586227533689e-08,0.9361498081970523
272,2720000.0,4.389356119700804e-08,0.9364021804966687
273,2730000.0,4.299820359857785e-08,0.937007874015748
274,2740000.0,4.230565581910663e-08,0.9375126186149808
275,2750000.0,4.1739692780555164e-08,0.937714516454674
276,2760000.0,4.1218247915276494e-08,0.9383202099737533
277,2770000.0,4.0664067223687304e-08,0.9385725822733697
278,2780000.0,4.001458770198013e-08,0.9390773268726025
279,2790000.0,3.923226075357813e-08,0.9397839693115284
280,2800000.0,3.8298314577685375e-08,0.940086816071068
281,2810000.0,3.7220301226357166e-08,0.9403391883706844
282,2820000.0,3.602296164302379e-08,0.9407429840500706
283,2830000.0,3.474333324325327e-08,0.9411467797294569
284,2840000.0,3.342607621491905e-08,0.9412982031092267
285,2850000.0,3.212238842387742e-08,0.9417019987886129
286,2860000.0,3.0879336215865006e-08,0.9422067433878457
287,2870000.0,2.973672783367225e-08,0.9424086412275389
288,2880000.0,2.872396656895593e-08,0.9426610135271553
289,2890000.0,2.785884883497795e-08,0.9427619624470018
290,2900000.0,2.7140109102531414e-08,0.9429638602866949
291,2910000.0,2.655399615886705e-08,0.943165758126388
292,2920000.0,2.607572686668294e-08,0.9434181304260044
293,2930000.0,2.567801867208856e-08,0.9438219261053906
294,2940000.0,2.5335144911402728e-08,0.9441752473248536
295,2950000.0,2.5028803054977387e-08,0.9443771451645467
296,2960000.0,2.4755367446663247e-08,0.9446295174641631
297,2970000.0,2.4524440797411543e-08,0.9448818897637795
298,2980000.0,2.4359406448749493e-08,0.9450333131435493
299,2990000.0,2.4288877686012884e-08,0.9454371088229356
300,3000000.0,2.4344390348192972e-08,0.9454371088229356
301,3010000.0,2.4556120865108333e-08,0.9455885322027054
302,3020000.0,2.494418381551966e-08,0.9459418534221684
303,3030000.0,2.5518958722296544e-08,0.946244700181708
304,3040000.0,2.6279399124400852e-08,0.9464465980214012
305,3050000.0,2.7210089489536057e-08,0.9465475469412478
306,3060000.0,2.8278434873628263e-08,0.9469008681607107
307,3070000.0,2.9435831211851158e-08,0.9472037149202504
308,3080000.0,3.0617352753195675e-08,0.9474560872198667
309,3090000.0,3.1741003416406595e-08,0.9479103573591763
310,3100000.0,3.2714271949182693e-08,0.9481122551988693
311,3110000.0,3.3443911562259696e-08,0.9484151019584091
312,3120000.0,3.3849783807901715e-08,0.9485665253381789
313,3130000.0,3.387852782351364e-08,0.9490712699374116
314,3140000.0,3.351325989447498e-08,0.9502321825156471
315,3150000.0,3.27852705432645e-08,0.9506359781950333
316,3160000.0,3.177052486848705e-08,0.9507369271148799
317,3170000.0,3.05819271217857e-08,0.9509388249545729
318,3180000.0,2.9352661132203022e-08,0.9511911972541894
319,3190000.0,2.822010652381924e-08,0.9514435695538058
320,3200000.0,2.7302957235519598e-08,0.9514435695538058
321,3210000.0,2.6689208928206125e-08,0.9516959418534222
322,3220000.0,2.6423854988401243e-08,0.9519483141530386
323,3230000.0,2.6510658809509343e-08,0.9520997375328084
324,3240000.0,2.6914935718859533e-08,0.9523521098324248
325,3250000.0,2.7573141623725443e-08,0.9527054310518878
326,3260000.0,2.84015667591352e-08,0.9529578033515042
327,3270000.0,2.9309298067025476e-08,0.9530082778114274
328,3280000.0,3.020930586316451e-08,0.9533615990308903
329,3290000.0,3.102278236138207e-08,0.9540682414698163
330,3300000.0,3.168454347771617e-08,0.9544720371492025
331,3310000.0,3.214771892710006e-08,0.9546234605289723
332,3320000.0,3.23794025915971e-08,0.9547748839087422
333,3330000.0,3.236546228743806e-08,0.9553805774278216
334,3340000.0,3.210475396016892e-08,0.955632949727438
335,3350000.0,3.161128493504962e-08,0.9559862709469009
336,3360000.0,3.091340706574155e-08,0.9563900666262871
337,3370000.0,3.004520004248037e-08,0.9569452856854431
338,3380000.0,2.904779816185479e-08,0.9569957601453665
339,3390000.0,2.7966599345926075e-08,0.9572481324449829
340,3400000.0,2.6844655995891122e-08,0.9575509792045225
341,3410000.0,2.5720403759225886e-08,0.9578033515041389
342,3420000.0,2.462351570124188e-08,0.9579547748839088
343,3430000.0,2.357732268959546e-08,0.9581566727236018
344,3440000.0,2.2596921789974272e-08,0.9583080961033716
345,3450000.0,2.169069125803554e-08,0.9588128407026045
346,3460000.0,2.086124326459156e-08,0.9590652130022209
347,3470000.0,2.0108862268894087e-08,0.9590652130022209
348,3480000.0,1.9428432315544905e-08,0.9591661619220674
349,3490000.0,1.881095191773951e-08,0.9593175853018373
350,3500000.0,1.8245396669876972e-08,0.9594185342216839
351,3510000.0,1.7720893107135572e-08,0.9598223299010701
352,3520000.0,1.7225399110456423e-08,0.9599737532808399
353,3530000.0,1.675178826587661e-08,0.9602261255804563
354,3540000.0,1.629943911403917e-08,0.9602766000403795
355,3550000.0,1.5877826264242852e-08,0.9603270745003029
356,3560000.0,1.5502143081549468e-08,0.9605794467999192
357,3570000.0,1.519331716985089e-08,0.9608318190995356
358,3580000.0,1.4974581563822623e-08,0.9608822935594589
359,3590000.0,1.4866962662797687e-08,0.9610337169392288
360,3600000.0,1.4882363804497903e-08,0.9611346658590753
361,3610000.0,1.5024063304862877e-08,0.9612356147789218
362,3620000.0,1.528451268752308e-08,0.9612356147789218
363,3630000.0,1.5646831350666985e-08,0.9613365636987684
364,3640000.0,1.608749871255286e-08,0.9615889359983848
365,3650000.0,1.6581558001333138e-08,0.961992731677771
366,3660000.0,1.7104329944425842e-08,0.9620432061376943
367,3670000.0,1.7634894127618138e-08,0.9622955784373107
368,3680000.0,1.8151472133090684e-08,0.9624470018170805
369,3690000.0,1.8631346496081116e-08,0.9625479507369271
370,3700000.0,1.9052163496531547e-08,0.9625984251968503
371,3710000.0,1.9389931718937976e-08,0.9629012719563901
372,3720000.0,1.962064424489269e-08,0.9631031697960832
373,3730000.0,1.9729439799674457e-08,0.9633555420956996
374,3740000.0,1.9711916194812864e-08,0.963607914395316
375,3750000.0,1.958292089643182e-08,0.9639107611548556
376,3760000.0,1.9374841663203205e-08,0.9643145568342418
377,3770000.0,1.9136427979968737e-08,0.9644155057540884
378,3780000.0,1.892638852249951e-08,0.9644659802140118
379,3790000.0,1.8798598540718248e-08,0.964516454673935
380,3800000.0,1.8793748630671766e-08,0.9646678780537048
381,3810000.0,1.8928714258840588e-08,0.9648193014334746
382,3820000.0,1.9190678844426504e-08,0.9650211992731678
383,3830000.0,1.953712493971365e-08,0.9652735715727842
384,3840000.0,1.990161686832524e-08,0.9653745204926307
385,3850000.0,2.0205943105762424e-08,0.965424994952554
386,3860000.0,2.0373775292144627e-08,0.9656268927922471
387,3870000.0,2.0346099757524263e-08,0.9661821118514032
388,3880000.0,2.009123393944388e-08,0.966686856450636
389,3890000.0,1.9612406748917955e-08,0.9667878053704826
390,3900000.0,1.894645525946807e-08,0.9669392287502524
391,3910000.0,1.8156689370768776e-08,0.967242075509792
392,3920000.0,1.7316955453633505e-08,0.9672925499697154
393,3930000.0,1.6501436368015596e-08,0.9673934988895618
394,3940000.0,1.5768124217147778e-08,0.9673934988895618
395,3950000.0,1.5150723265142997e-08,0.9674944478094084
396,3960000.0,1.4657538311358634e-08,0.9675449222693318
397,3970000.0,1.4275691580058347e-08,0.967595396729255
398,3980000.0,1.3979447082860926e-08,0.9681001413284878
399,3990000.0,1.373892389835517e-08,0.9682515647082576
400,4000000.0,1.3531703888581516e-08,0.9684029880880275
401,4010000.0,1.334542808229162e-08,0.9684534625479507
402,4020000.0,1.3180620438776328e-08,0.9685544114677973
403,4030000.0,1.3045461060163844e-08,0.9686553603876439
404,4040000.0,1.2951711731893894e-08,0.9687563093074905
405,4050000.0,1.290929302462369e-08,0.9689077326872603
406,4060000.0,1.2920481181459606e-08,0.9690086816071068
407,4070000.0,1.2979051736170213e-08,0.9690591560670301
408,4080000.0,1.3071803661540108e-08,0.9693115283666465
409,4090000.0,1.3180003725467371e-08,0.9693620028265697
410,4100000.0,1.3284428398117416e-08,0.969412477286493
411,4110000.0,1.336675370838345e-08,0.9698162729658792
412,4120000.0,1.3415548548609016e-08,0.9698667474258026
413,4130000.0,1.3427943417006084e-08,0.9699172218857258
414,4140000.0,1.3406993014086787e-08,0.9701695941853422
415,4150000.0,1.336384209879883e-08,0.9702705431051888
416,4160000.0,1.331407960273914e-08,0.970321017565112
417,4170000.0,1.3275593522156407e-08,0.9705229154048052
418,4180000.0,1.3266032927721648e-08,0.9707248132444983
419,4190000.0,1.3299651042796346e-08,0.9707248132444983
420,4200000.0,1.3389672076704059e-08,0.9708762366242681
421,4210000.0,1.3540792872568589e-08,0.9709267110841914
422,4220000.0,1.3755161854166268e-08,0.9711286089238845
423,4230000.0,1.4029205881222182e-08,0.9712800323036543
424,4240000.0,1.4354763016327413e-08,0.9713809812235009
425,4250000.0,1.4717757907920794e-08,0.9715828790631941
426,4260000.0,1.509912623062989e-08,0.9717343024429639
427,4270000.0,1.5473338586266427e-08,0.9717847769028871
428,4280000.0,1.5810309360801956e-08,0.9720371492025035
429,4290000.0,1.6074296383542356e-08,0.9720876236624268
430,4300000.0,1.6232929241347643e-08,0.9722895215021199
431,4310000.0,1.6257739464673634e-08,0.972491419341813
432,4320000.0,1.612956253782604e-08,0.9726933171815062
433,4330000.0,1.5848757669343365e-08,0.973046638400969
434,4340000.0,1.543210628761919e-08,0.9732485362406622
435,4350000.0,1.4915836931900457e-08,0.9733494851605088
436,4360000.0,1.435361547957736e-08,0.9735009085402786
437,4370000.0,1.3808617176122052e-08,0.9735513830002019
438,4380000.0,1.3346965699141649e-08,0.9736523319200484
439,4390000.0,1.3029937251547422e-08,0.9736523319200484
440,4400000.0,1.29057790184316e-08,0.9739551786795881
441,4410000.0,1.3000529506239278e-08,0.9739551786795881
442,4420000.0,1.3316652072882114e-08,0.9740056531395114
443,4430000.0,1.3826915212133346e-08,0.974106602059358
444,4440000.0,1.4477296120921748e-08,0.9742580254391278
445,4450000.0,1.5190137781637877e-08,0.9742580254391278
446,4460000.0,1.5873241858446435e-08,0.9744094488188977
447,4470000.0,1.6431625993901668e-08,0.9745608721986675
448,4480000.0,1.678119752299423e-08,0.9750656167979003
449,4490000.0,1.6861967167276697e-08,0.9751665657177468
450,4500000.0,1.6649172288584073e-08,0.9754694124772865
451,4510000.0,1.6153498032748364e-08,0.9760246315364426
452,4520000.0,1.542387579045567e-08,0.9760246315364426
453,4530000.0,1.4535001790413382e-08,0.9760751059963658
454,4540000.0,1.3575915942870389e-08,0.9761760549162124
455,4550000.0,1.2635340505550559e-08,0.9761760549162124
456,4560000.0,1.1788691560795945e-08,0.9762265293761356
457,4570000.0,1.1089387752358882e-08,0.9763274782959822
458,4580000.0,1.0566040804972214e-08,0.9764284272158288
459,4590000.0,1.0222589898861531e-08,0.976478901675752
460,4600000.0,1.0043759400700471e-08,0.9766807995154452
461,4610000.0,9.999227942773927e-09,0.9766807995154452
462,4620000.0,1.0054717271107847e-08,0.9767817484352918
463,4630000.0,1.0169767888282303e-08,0.9768826973551383
464,4640000.0,1.0308900233965645e-08,0.9769836462749849
465,4650000.0,1.0440322588800035e-08,0.9770845951948314
466,4660000.0,1.053900326213346e-08,0.9772864930345245
467,4670000.0,1.0588129475706427e-08,0.9773874419543711
468,4680000.0,1.0581208233534131e-08,0.9773874419543711
469,4690000.0,1.0522523420630814e-08,0.9774883908742177
470,4700000.0,1.0430091531843223e-08,0.9778417120936806
471,4710000.0,1.0331669598023103e-08,0.9778417120936806
472,4720000.0,1.026397906071097e-08,0.9779426610135271
473,4730000.0,1.0269009893581491e-08,0.9779931354734505
474,4740000.0,1.0382896795093728e-08,0.9781445588532203
475,4750000.0,1.0631662183235235e-08,0.9781950333131435
476,4760000.0,1.102290497123263e-08,0.9782455077730668
477,4770000.0,1.154037118879605e-08,0.9782455077730668
478,4780000.0,1.2145075347997633e-08,0.9782455077730668
479,4790000.0,1.2779459713905933e-08,0.9783464566929134
480,4800000.0,1.3376528581623663e-08,0.9785988289925298
481,4810000.0,1.3870727896575704e-08,0.9786997779123764
482,4820000.0,1.4210272715962364e-08,0.9792549969715324
483,4830000.0,1.4363541233194053e-08,0.979355945891379
484,4840000.0,1.4323917251116514e-08,0.9795578437310721
485,4850000.0,1.4106782430098196e-08,0.9797092671108419
486,4860000.0,1.3742984497974095e-08,0.9797092671108419
487,4870000.0,1.3270747102616262e-08,0.9798102160306885
488,4880000.0,1.2727983884950118e-08,0.979911164950535
489,4890000.0,1.2146188099212632e-08,0.9800121138703816
490,4900000.0,1.1548871737314988e-08,0.9801130627902281
491,4910000.0,1.0951609804880899e-08,0.9804159095497679
492,4920000.0,1.0367377764525824e-08,0.9805168584696143
493,4930000.0,9.805791542125782e-09,0.9805673329295377
494,4940000.0,9.278334113955636e-09,0.9806178073894609
495,4950000.0,8.796840789332998e-09,0.9806682818493843
496,4960000.0,8.374710768352134e-09,0.9807692307692307
497,4970000.0,8.02335072792328e-09,0.9808197052291541
498,4980000.0,7.752020040378074e-09,0.9808701796890773
499,4990000.0,7.568507847868773e-09,0.9809206541490006
500,5000000.0,7.475376695413098e-09,0.9810216030688471
