,ST_NUM,ST_NAME,mapboxid,TOTAL_VALUE,yr,PercentChg
0,203,ST BOTOLPH ST,405404594,676500,2010,0.0
1,201,ST BOTOLPH ST,405404621,574300,2010,0.0
2,199,ST BOTOLPH ST,405404698,2249885,2010,0.0
3,197,ST BOTOLPH ST,405404570,692100,2010,0.0
4,195,ST BOTOLPH ST,405404611,588700,2010,0.0
5,193,ST BOTOLPH ST,405404635,695600,2010,0.0
6,191,ST BOTOLPH ST,405404564,601400,2010,0.0
7,189,ST BOTOLPH ST,405404609,1745500,2010,0.0
8,187,ST BOTOLPH ST,405404633,1233500,2010,0.0
9,185,ST BOTOLPH ST,405404607,1371500,2010,0.0
10,183,ST BOTOLPH ST,405404568,1139000,2010,0.0
11,181,ST BOTOLPH ST,405404658,491800,2010,0.0
12,179,ST BOTOLPH ST,405404614,1068000,2010,0.0
13,177,ST BOTOLPH ST,405404590,1257000,2010,0.0
14,175,ST BOTOLPH ST,405404663,714500,2010,0.0
15,173,ST BOTOLPH ST,405404639,948500,2010,0.0
16,171,ST BOTOLPH ST,405404643,839000,2010,0.0
17,169,ST BOTOLPH ST,405404619,1257000,2010,0.0
18,161,ST BOTOLPH ST,405404575,1507000,2010,0.0
19,15,ST GERMAIN ST,9668799,791100,2010,0.0
20,17,ST GERMAIN ST,9668798,688414,2010,0.0
21,19,ST GERMAIN ST,9668797,688414,2010,0.0
22,21,ST GERMAIN ST,9668796,688414,2010,0.0
23,23,ST GERMAIN ST,9668795,688414,2010,0.0
24,25,ST GERMAIN ST,9668794,688414,2010,0.0
25,27,ST GERMAIN ST,9668793,772500,2010,0.0
26,29,ST GERMAIN ST,9668792,773540,2010,0.0
27,31,ST GERMAIN ST,9668791,773540,2010,0.0
28,33,ST GERMAIN ST,9668790,773540,2010,0.0
29,35,ST GERMAIN ST,9668789,773540,2010,0.0
30,37,ST GERMAIN ST,9668788,773540,2010,0.0
31,39,ST GERMAIN ST,9668787,773540,2010,0.0
32,41,ST GERMAIN ST,9668786,773540,2010,0.0
33,43,ST GERMAIN ST,9668785,688414,2010,0.0
34,45,ST GERMAIN ST,9668784,688414,2010,0.0
35,47,ST GERMAIN ST,9668783,688414,2010,0.0
36,49,ST GERMAIN ST,9668782,632900,2010,0.0
37,51,ST GERMAIN ST,9668781,688414,2010,0.0
38,53,ST GERMAIN ST,9668780,688414,2010,0.0
39,55,ST GERMAIN ST,9668779,688414,2010,0.0
40,57,ST GERMAIN ST,9668778,688414,2010,0.0
41,59,ST GERMAIN ST,9668777,688414,2010,0.0
42,61,ST GERMAIN ST,9668776,688414,2010,0.0
43,63,ST GERMAIN ST,9668775,688414,2010,0.0
44,65,ST GERMAIN ST,9668774,688414,2010,0.0
45,67,ST GERMAIN ST,9668773,2235493,2010,0.0
46,8,ST GERMAIN ST,9668772,718023,2010,0.0
47,10,ST GERMAIN ST,9668771,751333,2010,0.0
48,12,ST GERMAIN ST,9668770,751333,2010,0.0
49,14,ST GERMAIN ST,9668769,751333,2010,0.0
50,16,ST GERMAIN ST,9668768,751333,2010,0.0
51,18,ST GERMAIN ST,9668767,751333,2010,0.0
52,20,ST GERMAIN ST,9668766,751333,2010,0.0
53,22,ST GERMAIN ST,9668765,751333,2010,0.0
54,24,ST GERMAIN ST,9668764,751333,2010,0.0
55,26,ST GERMAIN ST,9668763,751333,2010,0.0
56,28,ST GERMAIN ST,9668762,751333,2010,0.0
57,30,ST GERMAIN ST,9668761,751333,2010,0.0
58,32,ST GERMAIN ST,9668760,751333,2010,0.0
59,34,ST GERMAIN ST,9668759,751333,2010,0.0
60,36,ST GERMAIN ST,9668758,751333,2010,0.0
61,38,ST GERMAIN ST,9668757,751333,2010,0.0
62,40,ST GERMAIN ST,9668756,751333,2010,0.0
63,42,ST GERMAIN ST,9668755,751333,2010,0.0
64,44,ST GERMAIN ST,9668754,751333,2010,0.0
65,46,ST GERMAIN ST,9668753,720900,2010,0.0
66,48,ST GERMAIN ST,9668752,751333,2010,0.0
67,50,ST GERMAIN ST,9668751,651500,2010,0.0
68,52,ST GERMAIN ST,9668750,801500,2010,0.0
69,54,ST GERMAIN ST,9668749,751333,2010,0.0
70,56,ST GERMAIN ST,9668748,747633,2010,0.0
71,58,ST GERMAIN ST,15666798,921587,2010,0.0
72,60,ST GERMAIN ST,15666797,925288,2010,0.0
73,203,ST BOTOLPH ST,405404594,676500,2011,0.0
74,201,ST BOTOLPH ST,405404621,574300,2011,0.0
75,199,ST BOTOLPH ST,405404698,2294820,2011,0.019972131908964234
76,197,ST BOTOLPH ST,405404570,692100,2011,0.0
77,195,ST BOTOLPH ST,405404611,619900,2011,0.05299813147613385
78,193,ST BOTOLPH ST,405404635,695600,2011,0.0
79,191,ST BOTOLPH ST,405404564,601400,2011,0.0
80,189,ST BOTOLPH ST,405404609,1706000,2011,-0.022629619020338013
81,187,ST BOTOLPH ST,405404633,1205500,2011,-0.022699635184434536
82,185,ST BOTOLPH ST,405404607,1340000,2011,-0.022967553773240976
83,183,ST BOTOLPH ST,405404568,1114000,2011,-0.021949078138718173
84,181,ST BOTOLPH ST,405404658,491800,2011,0.0
85,179,ST BOTOLPH ST,405404614,1045000,2011,-0.02153558052434457
86,177,ST BOTOLPH ST,405404590,1228500,2011,-0.022673031026252982
87,175,ST BOTOLPH ST,405404663,649600,2011,-0.09083275017494752
88,173,ST BOTOLPH ST,405404639,926500,2011,-0.02319451765946231
89,171,ST BOTOLPH ST,405404643,847000,2011,0.009535160905840286
90,169,ST BOTOLPH ST,405404619,1228500,2011,-0.022673031026252982
91,161,ST BOTOLPH ST,405404575,1537200,2011,0.020039814200398142
92,15,ST GERMAIN ST,9668799,783100,2011,-0.010112501580078372
93,17,ST GERMAIN ST,9668798,671795,2011,-0.024140996551493724
94,19,ST GERMAIN ST,9668797,671795,2011,-0.024140996551493724
95,21,ST GERMAIN ST,9668796,671795,2011,-0.024140996551493724
96,23,ST GERMAIN ST,9668795,671795,2011,-0.024140996551493724
97,25,ST GERMAIN ST,9668794,671795,2011,-0.024140996551493724
98,27,ST GERMAIN ST,9668793,834400,2011,0.0801294498381877
99,29,ST GERMAIN ST,9668792,754866,2011,-0.024140962329032758
100,31,ST GERMAIN ST,9668791,754866,2011,-0.024140962329032758
101,33,ST GERMAIN ST,9668790,754866,2011,-0.024140962329032758
102,35,ST GERMAIN ST,9668789,754866,2011,-0.024140962329032758
103,37,ST GERMAIN ST,9668788,754866,2011,-0.024140962329032758
104,39,ST GERMAIN ST,9668787,754866,2011,-0.024140962329032758
105,41,ST GERMAIN ST,9668786,754866,2011,-0.024140962329032758
106,43,ST GERMAIN ST,9668785,671795,2011,-0.024140996551493724
107,45,ST GERMAIN ST,9668784,671795,2011,-0.024140996551493724
108,47,ST GERMAIN ST,9668783,671795,2011,-0.024140996551493724
109,49,ST GERMAIN ST,9668782,626600,2011,-0.009954179175225154
110,51,ST GERMAIN ST,9668781,671795,2011,-0.024140996551493724
111,53,ST GERMAIN ST,9668780,671795,2011,-0.024140996551493724
112,55,ST GERMAIN ST,9668779,671795,2011,-0.024140996551493724
113,57,ST GERMAIN ST,9668778,671795,2011,-0.024140996551493724
114,59,ST GERMAIN ST,9668777,671795,2011,-0.024140996551493724
115,61,ST GERMAIN ST,9668776,671795,2011,-0.024140996551493724
116,63,ST GERMAIN ST,9668775,671795,2011,-0.024140996551493724
117,65,ST GERMAIN ST,9668774,671795,2011,-0.024140996551493724
118,67,ST GERMAIN ST,9668773,2181526,2011,-0.024140983666690076
119,8,ST GERMAIN ST,9668772,700689,2011,-0.024141287953171418
120,10,ST GERMAIN ST,9668771,733195,2011,-0.024141093230298682
121,12,ST GERMAIN ST,9668770,733195,2011,-0.024141093230298682
122,14,ST GERMAIN ST,9668769,733195,2011,-0.024141093230298682
123,16,ST GERMAIN ST,9668768,733195,2011,-0.024141093230298682
124,18,ST GERMAIN ST,9668767,733195,2011,-0.024141093230298682
125,20,ST GERMAIN ST,9668766,733195,2011,-0.024141093230298682
126,22,ST GERMAIN ST,9668765,733195,2011,-0.024141093230298682
127,24,ST GERMAIN ST,9668764,733195,2011,-0.024141093230298682
128,26,ST GERMAIN ST,9668763,733195,2011,-0.024141093230298682
129,28,ST GERMAIN ST,9668762,733195,2011,-0.024141093230298682
130,30,ST GERMAIN ST,9668761,733195,2011,-0.024141093230298682
131,32,ST GERMAIN ST,9668760,733195,2011,-0.024141093230298682
132,34,ST GERMAIN ST,9668759,733195,2011,-0.024141093230298682
133,36,ST GERMAIN ST,9668758,733195,2011,-0.024141093230298682
134,38,ST GERMAIN ST,9668757,733195,2011,-0.024141093230298682
135,40,ST GERMAIN ST,9668756,733195,2011,-0.024141093230298682
136,42,ST GERMAIN ST,9668755,733195,2011,-0.024141093230298682
137,44,ST GERMAIN ST,9668754,733195,2011,-0.024141093230298682
138,46,ST GERMAIN ST,9668753,713600,2011,-0.010126231100013872
139,48,ST GERMAIN ST,9668752,733195,2011,-0.024141093230298682
140,50,ST GERMAIN ST,9668751,645000,2011,-0.009976976208749041
141,52,ST GERMAIN ST,9668750,775000,2011,-0.0330630068621335
142,54,ST GERMAIN ST,9668749,733195,2011,-0.024141093230298682
143,56,ST GERMAIN ST,9668748,729584,2011,-0.024141523983023758
144,58,ST GERMAIN ST,15666798,899339,2011,-0.02414096553011273
145,60,ST GERMAIN ST,15666797,902950,2011,-0.02414167264678673
146,203,ST BOTOLPH ST,405404594,676500,2012,0.0
147,201,ST BOTOLPH ST,405404621,574300,2012,0.0
148,199,ST BOTOLPH ST,405404698,2434375,2012,0.08199974665371786
149,197,ST BOTOLPH ST,405404570,692100,2012,0.0
150,195,ST BOTOLPH ST,405404611,619900,2012,0.05299813147613385
151,193,ST BOTOLPH ST,405404635,695600,2012,0.0
152,191,ST BOTOLPH ST,405404564,652800,2012,0.08546724309943465
153,189,ST BOTOLPH ST,405404609,1841500,2012,0.054998567745631624
154,187,ST BOTOLPH ST,405404633,1233500,2012,0.0
155,185,ST BOTOLPH ST,405404607,1371500,2012,0.0
156,183,ST BOTOLPH ST,405404568,1139000,2012,0.0
157,181,ST BOTOLPH ST,405404658,491700,2012,-0.00020333468889792598
158,179,ST BOTOLPH ST,405404614,1068000,2012,0.0
159,177,ST BOTOLPH ST,405404590,1257000,2012,0.0
160,175,ST BOTOLPH ST,405404663,621800,2012,-0.129741077676697
161,173,ST BOTOLPH ST,405404639,948500,2012,0.0
162,171,ST BOTOLPH ST,405404643,931500,2012,0.1102502979737783
163,169,ST BOTOLPH ST,405404619,1257000,2012,0.0
164,161,ST BOTOLPH ST,405404575,1630600,2012,0.08201725282017253
165,15,ST GERMAIN ST,9668799,783100,2012,-0.010112501580078372
166,17,ST GERMAIN ST,9668798,687363,2012,-0.0015266975976665205
167,19,ST GERMAIN ST,9668797,687363,2012,-0.0015266975976665205
168,21,ST GERMAIN ST,9668796,687363,2012,-0.0015266975976665205
169,23,ST GERMAIN ST,9668795,687363,2012,-0.0015266975976665205
170,25,ST GERMAIN ST,9668794,687363,2012,-0.0015266975976665205
171,27,ST GERMAIN ST,9668793,841000,2012,0.08867313915857605
172,29,ST GERMAIN ST,9668792,772359,2012,-0.0015267471623962561
173,31,ST GERMAIN ST,9668791,772359,2012,-0.0015267471623962561
174,33,ST GERMAIN ST,9668790,772359,2012,-0.0015267471623962561
175,35,ST GERMAIN ST,9668789,772359,2012,-0.0015267471623962561
176,37,ST GERMAIN ST,9668788,772359,2012,-0.0015267471623962561
177,39,ST GERMAIN ST,9668787,772359,2012,-0.0015267471623962561
178,41,ST GERMAIN ST,9668786,772359,2012,-0.0015267471623962561
179,43,ST GERMAIN ST,9668785,687363,2012,-0.0015266975976665205
180,45,ST GERMAIN ST,9668784,687363,2012,-0.0015266975976665205
181,47,ST GERMAIN ST,9668783,687363,2012,-0.0015266975976665205
182,49,ST GERMAIN ST,9668782,626600,2012,-0.009954179175225154
183,51,ST GERMAIN ST,9668781,687363,2012,-0.0015266975976665205
184,53,ST GERMAIN ST,9668780,687363,2012,-0.0015266975976665205
185,55,ST GERMAIN ST,9668779,687363,2012,-0.0015266975976665205
186,57,ST GERMAIN ST,9668778,687363,2012,-0.0015266975976665205
187,59,ST GERMAIN ST,9668777,687363,2012,-0.0015266975976665205
188,61,ST GERMAIN ST,9668776,687363,2012,-0.0015266975976665205
189,63,ST GERMAIN ST,9668775,687363,2012,-0.0015266975976665205
190,65,ST GERMAIN ST,9668774,687363,2012,-0.0015266975976665205
191,67,ST GERMAIN ST,9668773,2232081,2012,-0.001526285253409427
192,8,ST GERMAIN ST,9668772,716927,2012,-0.00152641349928902
193,10,ST GERMAIN ST,9668771,750186,2012,-0.001526620020683239
194,12,ST GERMAIN ST,9668770,750186,2012,-0.001526620020683239
195,14,ST GERMAIN ST,9668769,750186,2012,-0.001526620020683239
196,16,ST GERMAIN ST,9668768,750186,2012,-0.001526620020683239
197,18,ST GERMAIN ST,9668767,750186,2012,-0.001526620020683239
198,20,ST GERMAIN ST,9668766,750186,2012,-0.001526620020683239
199,22,ST GERMAIN ST,9668765,750186,2012,-0.001526620020683239
200,24,ST GERMAIN ST,9668764,750186,2012,-0.001526620020683239
201,26,ST GERMAIN ST,9668763,750186,2012,-0.001526620020683239
202,28,ST GERMAIN ST,9668762,750186,2012,-0.001526620020683239
203,30,ST GERMAIN ST,9668761,750186,2012,-0.001526620020683239
204,32,ST GERMAIN ST,9668760,750186,2012,-0.001526620020683239
205,34,ST GERMAIN ST,9668759,750186,2012,-0.001526620020683239
206,36,ST GERMAIN ST,9668758,750186,2012,-0.001526620020683239
207,38,ST GERMAIN ST,9668757,750186,2012,-0.001526620020683239
208,40,ST GERMAIN ST,9668756,750186,2012,-0.001526620020683239
209,42,ST GERMAIN ST,9668755,750186,2012,-0.001526620020683239
210,44,ST GERMAIN ST,9668754,750186,2012,-0.001526620020683239
211,46,ST GERMAIN ST,9668753,713600,2012,-0.010126231100013872
212,48,ST GERMAIN ST,9668752,750186,2012,-0.001526620020683239
213,50,ST GERMAIN ST,9668751,645000,2012,-0.009976976208749041
214,52,ST GERMAIN ST,9668750,792500,2012,-0.011228945726762321
215,54,ST GERMAIN ST,9668749,750186,2012,-0.001526620020683239
216,56,ST GERMAIN ST,9668748,746491,2012,-0.0015274874169545754
217,58,ST GERMAIN ST,15666798,920180,2012,-0.001526714244016029
218,60,ST GERMAIN ST,15666797,923875,2012,-0.0015270921053769206
219,203,ST BOTOLPH ST,405404594,728600,2013,0.0770140428677014
220,201,ST BOTOLPH ST,405404621,592600,2013,0.03186487898310987
221,199,ST BOTOLPH ST,405404698,2635100,2013,0.1712154176769035
222,197,ST BOTOLPH ST,405404570,713500,2013,0.030920387227279293
223,195,ST BOTOLPH ST,405404611,661900,2013,0.12434177000169866
224,193,ST BOTOLPH ST,405404635,725200,2013,0.0425531914893617
225,191,ST BOTOLPH ST,405404564,682700,2013,0.13518456933821085
226,189,ST BOTOLPH ST,405404609,1921000,2013,0.10054425665998282
227,187,ST BOTOLPH ST,405404633,1396500,2013,0.13214430482367248
228,185,ST BOTOLPH ST,405404607,1551000,2013,0.13087860007291288
229,183,ST BOTOLPH ST,405404568,1594500,2013,0.3999122036874451
230,181,ST BOTOLPH ST,405404658,517000,2013,0.05124034160227735
231,179,ST BOTOLPH ST,405404614,1188500,2013,0.11282771535580524
232,177,ST BOTOLPH ST,405404590,1421500,2013,0.13086714399363564
233,175,ST BOTOLPH ST,405404663,603100,2013,-0.15591322603219035
234,173,ST BOTOLPH ST,405404639,1070500,2013,0.12862414338429098
235,171,ST BOTOLPH ST,405404643,996500,2013,0.18772348033373062
236,169,ST BOTOLPH ST,405404619,1421500,2013,0.13086714399363564
237,161,ST BOTOLPH ST,405404575,1880700,2013,0.24797611147976112
238,15,ST GERMAIN ST,9668799,870300,2013,0.10011376564277588
239,17,ST GERMAIN ST,9668798,779963,2013,0.13298538379521624
240,19,ST GERMAIN ST,9668797,779963,2013,0.13298538379521624
241,21,ST GERMAIN ST,9668796,779963,2013,0.13298538379521624
242,23,ST GERMAIN ST,9668795,779963,2013,0.13298538379521624
243,25,ST GERMAIN ST,9668794,779963,2013,0.13298538379521624
244,27,ST GERMAIN ST,9668793,967700,2013,0.2526860841423948
245,29,ST GERMAIN ST,9668792,876410,2013,0.1329860123587662
246,31,ST GERMAIN ST,9668791,876410,2013,0.1329860123587662
247,33,ST GERMAIN ST,9668790,876410,2013,0.1329860123587662
248,35,ST GERMAIN ST,9668789,876410,2013,0.1329860123587662
249,37,ST GERMAIN ST,9668788,876410,2013,0.1329860123587662
250,39,ST GERMAIN ST,9668787,876410,2013,0.1329860123587662
251,41,ST GERMAIN ST,9668786,876410,2013,0.1329860123587662
252,43,ST GERMAIN ST,9668785,779963,2013,0.13298538379521624
253,45,ST GERMAIN ST,9668784,779963,2013,0.13298538379521624
254,47,ST GERMAIN ST,9668783,779963,2013,0.13298538379521624
255,49,ST GERMAIN ST,9668782,689300,2013,0.08911360404487281
256,51,ST GERMAIN ST,9668781,779963,2013,0.13298538379521624
257,53,ST GERMAIN ST,9668780,779963,2013,0.13298538379521624
258,55,ST GERMAIN ST,9668779,779963,2013,0.13298538379521624
259,57,ST GERMAIN ST,9668778,779963,2013,0.13298538379521624
260,59,ST GERMAIN ST,9668777,779963,2013,0.13298538379521624
261,61,ST GERMAIN ST,9668776,779963,2013,0.13298538379521624
262,63,ST GERMAIN ST,9668775,779963,2013,0.13298538379521624
263,65,ST GERMAIN ST,9668774,779963,2013,0.13298538379521624
264,67,ST GERMAIN ST,9668773,2532783,2013,0.1329863256113976
265,8,ST GERMAIN ST,9668772,813510,2013,0.13298599069946226
266,10,ST GERMAIN ST,9668771,851250,2013,0.1329863056727177
267,12,ST GERMAIN ST,9668770,851250,2013,0.1329863056727177
268,14,ST GERMAIN ST,9668769,851250,2013,0.1329863056727177
269,16,ST GERMAIN ST,9668768,851250,2013,0.1329863056727177
270,18,ST GERMAIN ST,9668767,851250,2013,0.1329863056727177
271,20,ST GERMAIN ST,9668766,851250,2013,0.1329863056727177
272,22,ST GERMAIN ST,9668765,851250,2013,0.1329863056727177
273,24,ST GERMAIN ST,9668764,851250,2013,0.1329863056727177
274,26,ST GERMAIN ST,9668763,851250,2013,0.1329863056727177
275,28,ST GERMAIN ST,9668762,851250,2013,0.1329863056727177
276,30,ST GERMAIN ST,9668761,851250,2013,0.1329863056727177
277,32,ST GERMAIN ST,9668760,851250,2013,0.1329863056727177
278,34,ST GERMAIN ST,9668759,851250,2013,0.1329863056727177
279,36,ST GERMAIN ST,9668758,851250,2013,0.1329863056727177
280,38,ST GERMAIN ST,9668757,851250,2013,0.1329863056727177
281,40,ST GERMAIN ST,9668756,851250,2013,0.1329863056727177
282,42,ST GERMAIN ST,9668755,851250,2013,0.1329863056727177
283,44,ST GERMAIN ST,9668754,851250,2013,0.1329863056727177
284,46,ST GERMAIN ST,9668753,810500,2013,0.12428908309058122
285,48,ST GERMAIN ST,9668752,851250,2013,0.1329863056727177
286,50,ST GERMAIN ST,9668751,700600,2013,0.07536454336147352
287,52,ST GERMAIN ST,9668750,869500,2013,0.08484092326887087
288,54,ST GERMAIN ST,9668749,851250,2013,0.1329863056727177
289,56,ST GERMAIN ST,9668748,847057,2013,0.13298503410095594
290,58,ST GERMAIN ST,15666798,1044144,2013,0.13298473177247508
291,60,ST GERMAIN ST,15666797,1048338,2013,0.1329856217739774
292,203,ST BOTOLPH ST,405404594,772400,2014,0.1417590539541759
293,201,ST BOTOLPH ST,405404621,628100,2014,0.09367926170990772
294,199,ST BOTOLPH ST,405404698,2845900,2014,0.2649090953537625
295,197,ST BOTOLPH ST,405404570,756300,2014,0.09276116168183789
296,195,ST BOTOLPH ST,405404611,701600,2014,0.19177849498895871
297,193,ST BOTOLPH ST,405404635,768800,2014,0.10523289246693503
298,191,ST BOTOLPH ST,405404564,723700,2014,0.20335882939807118
299,189,ST BOTOLPH ST,405404609,2039000,2014,0.1681466628473217
300,187,ST BOTOLPH ST,405404633,1655000,2014,0.34171057965139845
301,185,ST BOTOLPH ST,405404607,1837000,2014,0.33940940576011663
302,183,ST BOTOLPH ST,405404568,1369000,2014,0.2019315188762072
303,181,ST BOTOLPH ST,405404658,548000,2014,0.1142740951606344
304,179,ST BOTOLPH ST,405404614,1415000,2014,0.3249063670411985
305,177,ST BOTOLPH ST,405404590,1747000,2014,0.3898170246618934
306,175,ST BOTOLPH ST,405404663,639300,2014,-0.1052484254723583
307,173,ST BOTOLPH ST,405404639,1314000,2014,0.38534528202424884
308,171,ST BOTOLPH ST,405404643,1146000,2014,0.36591179976162097
309,169,ST BOTOLPH ST,405404619,1689000,2014,0.3436754176610978
310,161,ST BOTOLPH ST,405404575,2074800,2014,0.3767750497677505
311,15,ST GERMAIN ST,9668799,905100,2014,0.1441031475161168
312,17,ST GERMAIN ST,9668798,892363,2014,0.2962592277321496
313,19,ST GERMAIN ST,9668797,892363,2014,0.2962592277321496
314,21,ST GERMAIN ST,9668796,892363,2014,0.2962592277321496
315,23,ST GERMAIN ST,9668795,892363,2014,0.2962592277321496
316,25,ST GERMAIN ST,9668794,892363,2014,0.2962592277321496
317,27,ST GERMAIN ST,9668793,995500,2014,0.28867313915857606
318,29,ST GERMAIN ST,9668792,1002709,2014,0.2962600511932156
319,31,ST GERMAIN ST,9668791,1002709,2014,0.2962600511932156
320,33,ST GERMAIN ST,9668790,1002709,2014,0.2962600511932156
321,35,ST GERMAIN ST,9668789,1002709,2014,0.2962600511932156
322,37,ST GERMAIN ST,9668788,1002709,2014,0.2962600511932156
323,39,ST GERMAIN ST,9668787,1002709,2014,0.2962600511932156
324,41,ST GERMAIN ST,9668786,1002709,2014,0.2962600511932156
325,43,ST GERMAIN ST,9668785,892363,2014,0.2962592277321496
326,45,ST GERMAIN ST,9668784,892363,2014,0.2962592277321496
327,47,ST GERMAIN ST,9668783,892363,2014,0.2962592277321496
328,49,ST GERMAIN ST,9668782,716900,2014,0.13272238900300207
329,51,ST GERMAIN ST,9668781,892363,2014,0.2962592277321496
330,53,ST GERMAIN ST,9668780,892363,2014,0.2962592277321496
331,55,ST GERMAIN ST,9668779,892363,2014,0.2962592277321496
332,57,ST GERMAIN ST,9668778,892363,2014,0.2962592277321496
333,59,ST GERMAIN ST,9668777,892363,2014,0.2962592277321496
334,61,ST GERMAIN ST,9668776,892363,2014,0.2962592277321496
335,63,ST GERMAIN ST,9668775,892363,2014,0.2962592277321496
336,65,ST GERMAIN ST,9668774,892363,2014,0.2962592277321496
337,67,ST GERMAIN ST,9668773,2897780,2014,0.29625993013621604
338,8,ST GERMAIN ST,9668772,930745,2014,0.29626070474065597
339,10,ST GERMAIN ST,9668771,973923,2014,0.29626011369126604
340,12,ST GERMAIN ST,9668770,973923,2014,0.29626011369126604
341,14,ST GERMAIN ST,9668769,973923,2014,0.29626011369126604
342,16,ST GERMAIN ST,9668768,973923,2014,0.29626011369126604
343,18,ST GERMAIN ST,9668767,973923,2014,0.29626011369126604
344,20,ST GERMAIN ST,9668766,973923,2014,0.29626011369126604
345,22,ST GERMAIN ST,9668765,973923,2014,0.29626011369126604
346,24,ST GERMAIN ST,9668764,973923,2014,0.29626011369126604
347,26,ST GERMAIN ST,9668763,973923,2014,0.29626011369126604
348,28,ST GERMAIN ST,9668762,973923,2014,0.29626011369126604
349,30,ST GERMAIN ST,9668761,973923,2014,0.29626011369126604
350,32,ST GERMAIN ST,9668760,973923,2014,0.29626011369126604
351,34,ST GERMAIN ST,9668759,973923,2014,0.29626011369126604
352,36,ST GERMAIN ST,9668758,973923,2014,0.29626011369126604
353,38,ST GERMAIN ST,9668757,973923,2014,0.29626011369126604
354,40,ST GERMAIN ST,9668756,973923,2014,0.29626011369126604
355,42,ST GERMAIN ST,9668755,973923,2014,0.29626011369126604
356,44,ST GERMAIN ST,9668754,973923,2014,0.29626011369126604
357,46,ST GERMAIN ST,9668753,842900,2014,0.16923290331530033
358,48,ST GERMAIN ST,9668752,973923,2014,0.29626011369126604
359,50,ST GERMAIN ST,9668751,728600,2014,0.11834228702993092
360,52,ST GERMAIN ST,9668750,973000,2014,0.21397379912663755
361,54,ST GERMAIN ST,9668749,973923,2014,0.29626011369126604
362,56,ST GERMAIN ST,9668748,969125,2014,0.2962576558284613
363,58,ST GERMAIN ST,15666798,1194615,2014,0.2962585192716477
364,60,ST GERMAIN ST,15666797,1199413,2014,0.296259110676892
365,203,ST BOTOLPH ST,405404594,866700,2015,0.2811529933481153
366,201,ST BOTOLPH ST,405404621,684400,2015,0.19171164896395612
367,199,ST BOTOLPH ST,405404698,3188400,2015,0.4171390982205757
368,197,ST BOTOLPH ST,405404570,824100,2015,0.1907238838318162
369,195,ST BOTOLPH ST,405404611,764500,2015,0.29862408697129267
370,193,ST BOTOLPH ST,405404635,837700,2015,0.2042840713053479
371,191,ST BOTOLPH ST,405404564,788600,2015,0.3112736947123379
372,189,ST BOTOLPH ST,405404609,1969500,2015,0.1283299914064738
373,187,ST BOTOLPH ST,405404633,1833500,2015,0.4864207539521686
374,185,ST BOTOLPH ST,405404607,2121500,2015,0.5468465184104995
375,183,ST BOTOLPH ST,405404568,1500000,2015,0.3169446883230904
376,181,ST BOTOLPH ST,405404658,597100,2015,0.21411142740951605
